iter	Logloss
704	0.5516039456
705	0.5514813983
706	0.5513900029
707	0.5512563202
708	0.5511290898
709	0.551012232
710	0.5508992154
711	0.5508131968
712	0.5506761716
713	0.5505524072
714	0.5503855184
715	0.5502326506
716	0.5501157908
717	0.5499799486
718	0.5498571376
719	0.5497318227
720	0.5496012792
721	0.5494911116
722	0.5493840114
723	0.5492350609
724	0.5491122178
725	0.5490190189
726	0.5489076388
727	0.5488109614
728	0.548663219
729	0.548572997
730	0.5484065792
731	0.5483235518
732	0.5482173774
733	0.5481042118
734	0.5479760085
735	0.5478556608
736	0.5477523113
737	0.5476370888
738	0.5475288197
739	0.5474039194
740	0.5473239991
741	0.5471631429
742	0.5470461807
743	0.5469449305
744	0.5468234064
745	0.546699564
746	0.5466038778
747	0.5464545011
748	0.5463296552
749	0.5462385556
750	0.546113721
751	0.5460077597
752	0.5458841394
753	0.5457736261
754	0.545661657
755	0.5455419422
756	0.545399423
757	0.5452948842
758	0.5451904637
759	0.545089287
760	0.5449752045
761	0.5448366846
762	0.5447249956
763	0.5446239805
764	0.5444751216
765	0.5443594643
766	0.5442685625
767	0.5441479644
768	0.5440135136
769	0.5439030332
770	0.5437823351
771	0.5436898891
772	0.5435899234
773	0.5434572315
774	0.5433589409
775	0.5432142541
776	0.5430872285
777	0.5429622501
778	0.5428052178
779	0.5427279957
780	0.5426438772
781	0.5425418588
782	0.5424047872
783	0.5423086363
784	0.542227263
785	0.5421145551
786	0.5419918469
787	0.5418990306
788	0.541791356
789	0.5416417249
790	0.5415152259
791	0.5414120812
792	0.5413335683
793	0.541236802
794	0.5411211263
795	0.5409950293
796	0.5408970429
797	0.5407988415
798	0.54067485
799	0.5405472255
800	0.5404465821
801	0.5403179921
802	0.5401926726
803	0.5400770708
804	0.5399518757
805	0.5398200092
806	0.5397332263
807	0.5396564327
808	0.5395773771
809	0.5394725295
810	0.5393472134
811	0.5391859506
812	0.5390850855
813	0.5389732625
814	0.5388403361
815	0.5387232506
816	0.5386098407
817	0.5385326047
818	0.5384457649
819	0.5383176452
820	0.5382090158
821	0.5380967082
822	0.537982489
823	0.5378218588
824	0.5376892446
825	0.5375590309
826	0.5374392113
827	0.5373401959
828	0.5372248643
829	0.5371136243
830	0.5370259061
831	0.5369529046
832	0.5368529152
833	0.5367662188
834	0.5366585044
835	0.5365281704
836	0.5364576434
837	0.5363583418
838	0.5362478308
839	0.5361394333
840	0.5359854855
841	0.5358506957
842	0.5357177894
843	0.5356148678
844	0.5355283983
845	0.5354396436
846	0.5353535639
847	0.5352339848
848	0.5351487487
849	0.5350302864
850	0.5349089103
851	0.5348056166
852	0.5346756808
853	0.5345724902
854	0.5344757976
855	0.5343649486
856	0.5342333136
857	0.534129251
858	0.5340267066
859	0.5339224954
860	0.5338227112
861	0.5337205947
862	0.533622959
863	0.5335457672
864	0.5334424296
865	0.5333227013
866	0.5332389225
867	0.5330929834
868	0.5330157891
869	0.5329195482
870	0.5328137413
871	0.5327089407
872	0.5326097478
873	0.5325168542
874	0.5323966491
875	0.5322928448
876	0.5321563618
877	0.5320292487
878	0.531913434
879	0.5318112225
880	0.5317110031
881	0.5315967764
882	0.5314982406
883	0.5313755719
884	0.5312652944
885	0.5311532258
886	0.5310620928
887	0.5309490434
888	0.5308616246
889	0.5307664972
890	0.5306749181
891	0.5305785943
892	0.5304671264
893	0.5303456864
894	0.5302156594
895	0.5301154705
896	0.5300039691
897	0.5299164832
898	0.5298052539
899	0.5297037308
900	0.5295864316
901	0.529474523
902	0.5293662321
903	0.5292619402
904	0.5291537034
905	0.5290926186
906	0.5290069469
907	0.5288791858
908	0.5287994999
909	0.5287250258
910	0.5286181969
911	0.5285077218
912	0.5284071638
913	0.5283011136
914	0.5281997615
915	0.5280797979
916	0.5279751281
917	0.5278591826
918	0.5277383384
919	0.5276172659
920	0.5275005826
921	0.5274208449
922	0.5273173889
923	0.52722228
924	0.5271297992
925	0.527033574
926	0.5269412499
927	0.5268632922
928	0.5267444819
929	0.5266035115
930	0.5264792643
931	0.5263915881
932	0.5263021772
933	0.5261935715
934	0.5260870628
935	0.5259773908
936	0.5258717917
937	0.5257654252
938	0.5256684921
939	0.5256222324
940	0.5255224257
941	0.5254375129
942	0.525294838
943	0.5252048212
944	0.5251011554
945	0.5250157977
946	0.5248883519
947	0.5247586256
948	0.5246671369
949	0.5245717061
950	0.5244828843
951	0.5243951857
952	0.524278795
953	0.524187972
954	0.5241117251
955	0.5240301583
956	0.5239160885
957	0.5238623723
958	0.5237543804
959	0.5236679767
960	0.5235659625
961	0.523486402
962	0.5233845893
963	0.5233063398
964	0.5232338375
965	0.5231332179
966	0.5230205989
967	0.5229019388
968	0.5228139048
969	0.5227176623
970	0.5226617871
971	0.5225323625
972	0.5224199364
973	0.5223296198
974	0.5222368398
975	0.5221236267
976	0.5220209652
977	0.5219201534
978	0.5218418132
979	0.5217410356
980	0.5216365358
981	0.5215395344
982	0.5214447883
983	0.5213558768
984	0.5212552509
985	0.5211520698
986	0.5210372376
987	0.5209478401
988	0.5208702101
989	0.5207615031
990	0.5206260352
991	0.5204663503
992	0.5203698218
993	0.520270763
994	0.5201771179
995	0.5200683344
996	0.5199305979
997	0.5198359963
998	0.5197394904
999	0.519619091
1000	0.5194957521
1001	0.5193988675
1002	0.5193040261
1003	0.5191898917
1004	0.5190775611
1005	0.5189821015
1006	0.5188937785
1007	0.5187969109
1008	0.5187212611
1009	0.5186573296
1010	0.5185617609
1011	0.5184411975
1012	0.518361839
1013	0.5182570468
1014	0.5181539915
1015	0.5180618024
1016	0.5179572459
1017	0.5178681044
1018	0.5177405404
1019	0.5176326613
1020	0.5175363813
1021	0.5174435826
1022	0.5173543828
1023	0.5172647876
1024	0.5171706003
1025	0.5170921769
1026	0.516964975
1027	0.5168500542
1028	0.5167719795
1029	0.5166766984
1030	0.5165804384
1031	0.5165056352
1032	0.5163955794
1033	0.5163135172
1034	0.5162375705
1035	0.5161441702
1036	0.5160498608
1037	0.5159549933
1038	0.5158511887
1039	0.5157325955
1040	0.5156394704
1041	0.5155196005
1042	0.5154131063
1043	0.5153384599
1044	0.5152622533
1045	0.5152056387
1046	0.5151043154
1047	0.5150131619
1048	0.5149070011
1049	0.5148117225
1050	0.5147339334
1051	0.5146278538
1052	0.5145163306
1053	0.5144400332
1054	0.5143388593
1055	0.5142450812
1056	0.5141658544
1057	0.5140531808
1058	0.5139697563
1059	0.5138941288
1060	0.5138296916
1061	0.5137367535
1062	0.5136191011
1063	0.5135103664
1064	0.5134386589
1065	0.5133454791
1066	0.5132412712
1067	0.513154182
1068	0.5130589927
1069	0.5129749819
1070	0.5128504333
1071	0.512707672
1072	0.5126132015
1073	0.5125016127
1074	0.5124305518
1075	0.5123315149
1076	0.512246168
1077	0.5121434487
1078	0.5120364285
1079	0.5119344568
1080	0.5118342814
1081	0.5117279102
1082	0.5116496932
1083	0.5115494407
1084	0.5114488711
1085	0.511361473
1086	0.5112481551
1087	0.5111483814
1088	0.5110694978
1089	0.5110072247
1090	0.510893186
1091	0.5108023674
1092	0.5107039667
1093	0.510607398
1094	0.5105129894
1095	0.5104139552
1096	0.510308447
1097	0.5102014604
1098	0.5100928654
1099	0.5099916333
1100	0.5099050244
1101	0.5098175903
1102	0.5097024083
1103	0.509577161
1104	0.5094951271
1105	0.5093787357
1106	0.5092622139
1107	0.5091623616
1108	0.5090807575
1109	0.5089853168
1110	0.5088969889
1111	0.50880794
1112	0.50871857
1113	0.5086251226
1114	0.5085437199
1115	0.5084485475
1116	0.5083768434
1117	0.5082989046
1118	0.5082196409
1119	0.5081485671
1120	0.5080750865
1121	0.5080104376
1122	0.507948183
1123	0.507840005
1124	0.5077592315
1125	0.5076633273
1126	0.5075496717
1127	0.5074438435
1128	0.5073338041
1129	0.507235345
1130	0.5071340041
1131	0.5070186403
1132	0.506935438
1133	0.5068231492
1134	0.5067231476
1135	0.5066124789
1136	0.5065137726
1137	0.5063947743
1138	0.5062851738
1139	0.5062042514
1140	0.5061124492
1141	0.5060216339
1142	0.5059592351
1143	0.5058774905
1144	0.5057986964
1145	0.5057296518
1146	0.5056107183
1147	0.5054946316
1148	0.5054140667
1149	0.5053168642
1150	0.505239987
1151	0.5051609684
1152	0.5050797285
1153	0.5050048971
1154	0.5048967057
1155	0.5047866505
1156	0.5046928583
1157	0.5045711325
1158	0.5044656779
1159	0.5043736318
1160	0.5042765144
1161	0.5041740209
1162	0.5040864004
1163	0.5039901055
1164	0.5039020487
1165	0.5038284424
1166	0.5037337402
1167	0.5036524494
1168	0.5035641636
1169	0.5034874993
1170	0.5034349547
1171	0.503346285
1172	0.5032919094
1173	0.5031520768
1174	0.5030687287
1175	0.5029670292
1176	0.5028834568
1177	0.5027606767
1178	0.5026716995
1179	0.5025530253
1180	0.5024274075
1181	0.502349362
1182	0.5022522725
1183	0.5021395704
1184	0.5020250832
1185	0.5019118828
1186	0.501789848
1187	0.5016945635
1188	0.5016165728
1189	0.5015597332
1190	0.5014514921
1191	0.501358023
1192	0.5012667249
1193	0.5011674481
1194	0.5010897074
1195	0.5010077452
1196	0.5009060787
1197	0.5008219653
1198	0.500738155
1199	0.5006421548
1200	0.5005559052
1201	0.5004475247
1202	0.5004015213
1203	0.5003324303
1204	0.5002543399
1205	0.5001654274
1206	0.5000794709
1207	0.4999865532
1208	0.4998787086
1209	0.4997715453
1210	0.499683939
1211	0.4995837852
1212	0.4994874933
1213	0.4993914477
1214	0.4993217349
1215	0.4992161197
1216	0.4991426404
1217	0.4990388889
1218	0.4989528587
1219	0.4988567043
1220	0.4987739055
1221	0.4986835789
1222	0.4986112872
1223	0.4985136221
1224	0.4984442351
1225	0.4983540363
1226	0.4982869465
1227	0.4981998485
1228	0.4981093268
1229	0.4980196323
1230	0.4979349429
1231	0.4978668401
1232	0.4977806931
1233	0.4976930396
1234	0.4976472952
1235	0.4975571841
1236	0.4974770773
1237	0.4973909415
1238	0.4973113219
1239	0.4972070204
1240	0.4971305944
1241	0.497053557
1242	0.4969734215
1243	0.4968809679
1244	0.4968113685
1245	0.4967310299
1246	0.4966316318
1247	0.4965460387
1248	0.4964528526
1249	0.4963785561
1250	0.4962942362
1251	0.4962260011
1252	0.496166952
1253	0.4960881161
1254	0.4960010537
1255	0.4959193449
1256	0.4958333731
1257	0.4957642187
1258	0.4956639461
1259	0.4955918924
1260	0.4955029682
1261	0.4953555919
1262	0.4952646214
1263	0.495191067
1264	0.4951041683
1265	0.494995999
1266	0.4949006905
1267	0.4948049654
1268	0.4947054933
1269	0.4946032521
1270	0.4945319919
1271	0.494463928
1272	0.4943486569
1273	0.4942749836
1274	0.494203901
1275	0.4941226835
1276	0.4940228732
1277	0.493913254
1278	0.4938395007
1279	0.4937618193
1280	0.4936390818
1281	0.4935378103
1282	0.4934627822
1283	0.4933668874
1284	0.4932625713
1285	0.4931914678
1286	0.4931183486
1287	0.4930203013
1288	0.4929377447
1289	0.4928490578
1290	0.4927498891
1291	0.4926536192
1292	0.4925607825
1293	0.4924735901
1294	0.4923483993
1295	0.4922546486
1296	0.4921633633
1297	0.4920864384
1298	0.4919855836
1299	0.4919087917
1300	0.491821904
1301	0.4917581066
1302	0.4916791684
1303	0.4915924899
1304	0.4914956724
1305	0.4914093753
1306	0.4913088771
1307	0.4912021088
1308	0.4911135778
1309	0.4910041672
1310	0.490913964
1311	0.4908307481
1312	0.4907171514
1313	0.4906330573
1314	0.4905542591
1315	0.4904827974
1316	0.490392433
1317	0.4903349066
1318	0.4902367249
1319	0.4901536978
1320	0.4900498479
1321	0.4899618549
1322	0.4898822027
1323	0.4898114503
1324	0.4897419739
1325	0.4896571255
1326	0.489584432
1327	0.4894867502
1328	0.4893937356
1329	0.4893223403
1330	0.4892407811
1331	0.4891617454
1332	0.4890715216
1333	0.4889865898
1334	0.4888583246
1335	0.4887531612
1336	0.4886318427
1337	0.4885624074
1338	0.4884789453
1339	0.4883693628
1340	0.4882892023
1341	0.4882012057
1342	0.4881232429
1343	0.4880435274
1344	0.4879679897
1345	0.4878994367
1346	0.4877839597
1347	0.4876910528
1348	0.4876058064
1349	0.4875154903
1350	0.487403662
1351	0.4873052667
1352	0.4872387571
1353	0.4871891916
1354	0.4871124814
1355	0.4870085444
1356	0.4868956468
1357	0.4868123588
1358	0.486735595
1359	0.4866809354
1360	0.4865910992
1361	0.4865079613
1362	0.48639567
1363	0.4863094197
1364	0.486229266
1365	0.4861587424
1366	0.4860730191
1367	0.486008665
1368	0.4859460817
1369	0.4858742844
1370	0.4857932179
1371	0.4857207963
1372	0.4856553497
1373	0.4855379395
1374	0.4854587374
1375	0.4853731253
1376	0.4852587329
1377	0.4852063143
1378	0.485072766
1379	0.4849563059
1380	0.484862105
1381	0.4847891929
1382	0.4846841846
1383	0.4845915669
1384	0.4844961105
1385	0.4844092901
1386	0.4843265724
1387	0.484249874
1388	0.4842043059
1389	0.4841308761
1390	0.4840335271
1391	0.4839517972
1392	0.483801123
1393	0.4837053833
1394	0.4836314427
1395	0.4835450617
1396	0.4834638785
1397	0.4833915604
1398	0.4833129557
1399	0.4832309556
1400	0.4831723886
1401	0.4831052182
1402	0.4830259286
1403	0.4829308059
1404	0.4828405596
1405	0.4827625319
1406	0.4826845846
1407	0.4825831812
1408	0.4824800552
1409	0.482385095
1410	0.4823016627
1411	0.4822179055
1412	0.4820889937
1413	0.4820104326
1414	0.4819208176
1415	0.4818485332
1416	0.4817827042
1417	0.4817012378
1418	0.481581547
1419	0.4815333334
1420	0.4814539314
1421	0.4814040769
1422	0.4813219442
1423	0.4812426124
1424	0.4811636742
1425	0.4810773171
1426	0.4809750905
1427	0.4809113793
1428	0.480834299
1429	0.4807692603
1430	0.4806642384
1431	0.4805510582
1432	0.4804480436
1433	0.4803317957
1434	0.4802533597
1435	0.4801797953
1436	0.4800974364
1437	0.47999204
1438	0.4799025929
1439	0.4797762476
1440	0.4796857436
1441	0.4796139601
1442	0.4795185784
1443	0.4794247949
1444	0.4793305716
1445	0.4792423677
1446	0.4791434504
1447	0.4790576177
1448	0.4789885562
1449	0.4788791662
1450	0.4788082295
1451	0.4787267249
1452	0.4786154142
1453	0.478545472
1454	0.4784640807
1455	0.4783602583
1456	0.4782546141
1457	0.4781977625
1458	0.4781293442
1459	0.4780407967
1460	0.4779586819
1461	0.4778810424
1462	0.4777884506
1463	0.4777375356
1464	0.4776334499
1465	0.4775499644
1466	0.4774052815
1467	0.4773242231
1468	0.4772494066
1469	0.477177352
1470	0.4770943817
1471	0.4770173202
1472	0.4769580133
1473	0.4768617384
1474	0.4767979877
1475	0.4767109626
1476	0.4766427611
1477	0.4765651473
1478	0.4765107531
1479	0.4764611226
1480	0.4763841318
1481	0.4762974963
1482	0.4762297267
1483	0.4761207327
1484	0.4760583037
1485	0.4759960526
1486	0.4759288658
1487	0.47585231
1488	0.4757817505
1489	0.4756944304
1490	0.4756071681
1491	0.4754916189
1492	0.4754122578
1493	0.4753418508
1494	0.4752615907
1495	0.4751873005
1496	0.475109208
1497	0.475041924
1498	0.474983481
1499	0.47492179
1500	0.4748410448
1501	0.4747621218
1502	0.4746874499
1503	0.4746026594
1504	0.4745039119
1505	0.4744106435
1506	0.4743393918
1507	0.4742481907
1508	0.4741828119
1509	0.4740903606
1510	0.4739858161
1511	0.4739141271
1512	0.4737975774
